	title	courier_id	record_number	page_numbers
4074	Teatro dei Piccoli	068976	68974	[(3, '3'), (59, '59')]
4075	UNESCO's most popular teacher	068976	68968	[(3, '3'), (31, '31')]
4076	Water, water everywhere: did you know that?	068976	68965	[]
4077	Asking the right questions	095767	95912	[(3, '3'), (32, '32'), (50, '50')]
4078	Assuming responsibility	095767	95914	[(3, '3'), (36, '36'), (50, '50')]
4079	A Defence of the intellect	095767	95922	[(3, '3'), (50, '50')]
4080	International Volunteer Day	095767	95927	[(3, '3'), (44, '44'), (45, '45'), (50, '50')]
4081	Listen for the stirrings of new life	095767	95917	[(41, '41'), (50, '50')]
4082	Metaphors should be made at home	095767	95770	[(3, '3'), (13, '13'), (50, '50')]
4083	Michel Serres talks to François-Bernard Huyghe	095767	95768	[(4, '4')]
4084	One world	095767	95774	[(3, '3'), (21, '21'), (40, '40'), (50, '50')]
4085	The Painted caves of Mogao	095767	95928	[(50, '50')]
4086	Relative values	095767	95772	[(3, '3'), (15, '15'), (50, '50')]
4087	The Shadow of oppression	095767	95775	[(3, '3'), (23, '23'), (50, '50')]
4088	A Shared crisis	095767	95776	[(3, '3'), (25, '25'), (26, '26'), (50, '50')]
4089	Treating nature with reverence	095767	95777	[(50, '50')]
4090	The Universal and the particular	095767	95773	[(3, '3'), (18, '18'), (20, '20'), (50, '50')]
4091	A Western myth	095767	95769	[(3, '3'), (9, '9'), (50, '50')]
4092	Assignment: Solomon Islands	078141	69869	[(3, '3'), (30, '30')]
4093	Charters and true freedom	078141	69841	[(3, '3'), (10, '10')]
4094	From slave colony to nationhood	078141	69839	[(5, '5')]
4095	Haiti and the U.N.	078141	69845	[(32, '32')]
4096	Haiti today	078141	69856	[(3, '3'), (14, '14'), (16, '16'), (33, '33')]
4097	Hawaii, racial crossroads of the Pacific	078141	69866	[(3, '3')]
4098	It was colder when we were young	078141	69867	[(3, '3'), (26, '26')]
4099	Kaleidoscope: cultural aspects of life in Haiti	078141	69840	[]
4100	Message (from) Paul E. Magloire, President of the Republic of Haiti	078141	69838	[]
4101	Our multiplying cities; the swift-changing map of urban development	078141	69864	[]
4102	TV: passport to Europe	078141	69865	[(3, '3')]
4103	The Vikings: a new look at the 'barbaric nomads of the north'	078141	69868	[]
4104	An Associational revolution	122747	122764	[]
4105	Brazil: taking up the social slack	122747	122759	[]
4106	Children in chains	122747	122765	[(3, '3'), (38, '38'), (40, '40')]
4107	Chinua Achebe: no longer at ease in exile	122747	122769	[(3, '3')]
4108	Efforts in invisible ink	122747	122752	[]
4109	From work camps to virtual aid	122747	122755	[(16, '16'), (22, '22')]
4110	Global warming: ignorance is not bliss	122747	122749	[(3, '3')]
4111	A Local train named desire	122747	122767	[(3, '3'), (41, '41')]
4112	The Mending hands of youthful elders	122747	122763	[(16, '16'), (34, '34')]
4113	Mixing sweat with earth	122747	122762	[(16, '16')]
4114	NGOs: gladiators of freedom	122747	122766	[(3, '3')]
4115	None so blind as those who will not see	122747	122768	[(3, '3'), (44, '44')]
4116	Roll up your sleeves	122747	122756	[(16, '16')]
4117	Self-interest or goodwill?	122747	122757	[(16, '16'), (26, '26')]
4118	Starting over at the ashram	122747	122761	[(16, '16')]
4119	Sydney: the beauty and the vice	122747	122748	[(3, '3')]
4120	Teachers at a loss	122747	122751	[(15, '15')]
4121	Teens talking to teens	122747	122758	[(16, '16')]
4122	A Tornado on wheels	122747	122760	[(16, '16')]
4123	Volunteering, capital of the future?	122747	122754	[]
4124	When patients take the mike	122747	122753	[(16, '16'), (18, '18')]
4125	With Bolivar we go	122747	122750	[(3, '3'), (13, '13')]
4126	Astronautics: the new science of space travel	074639	74646	[(10, '10')]
4127	Cultural development on a regional basis	074639	74637	[]
4128	Has the universe a future?	074639	74647	[(10, '10')]
4129	Inter-American Cultural Council plans educational campaign for a continent	074639	74648	[]
4130	Libya: the United Nations helps a new state to prepare for independence	074639	74643	[]
4131	A New message of world unity	074639	74645	[(9, '9')]
4132	Teaching of collective security aided by UNESCO pamphlets	074639	74644	[(8, '8')]
4133	An Astronomer reflects: was Darwin wrong?	074714	48994	[(3, '3'), (36, '36')]
4134	Charles Darwin, 1809-1882: the evolution of a genius	074714	48921	[]
4135	Computer confirms Darwin was right	074714	48989	[(3, '3'), (33, '33')]
4136	Darwin and racism	074714	48988	[(3, '3'), (30, '30')]
4137	The Evolution of evolution	074714	48987	[(3, '3'), (29, '29'), (32, '32')]
4138	The Galapagos Islands: the origin of 'The Origin'	074714	48983	[(3, '3'), (24, '24')]
4139	The Problem Darwin solved	074714	48979	[(3, '3'), (12, '12')]
4140	UNESCO and the Charles Darwin Foundation	074714	48986	[(3, '3'), (28, '28')]
4141	The Voyage of the Beagle	074714	48981	[(3, '3'), (7, '7'), (19, '19'), (23, '23'), (25, '25')]
4142	Astronomy: the three tiers of research	214579	214599	[(2, '2'), (18, '18'), (19, '19')]
4143	Editorial	214579	214591	[(2, '2'), (3, '3'), (24, '24')]
4144	Extraterrestrial life: surprises in store?	214579	214598	[(2, '2'), (15, '15'), (16, '16'), (17, '17')]
4145	From closed world to infinite universe	214579	214592	[(2, '2'), (4, '4'), (5, '5'), (6, '6')]
4146	Gross national happiness through literacy	214579	214600	[(2, '2'), (20, '20')]
4147	Looking for water on the moon	214579	214594	[(9, '9')]
4148	On living with less, from three points of view	214579	214601	[(2, '2'), (22, '22')]
4149	Over the moon	214579	214593	[(2, '2'), (7, '7'), (8, '8'), (9, '9')]
4150	The Planck mission at a glance	214579	214597	[(13, '13')]
4151	Towards a map of the universe	214579	214596	[(2, '2'), (12, '12'), (14, '14')]
4152	A Story as old as the world	214579	214595	[(2, '2'), (10, '10'), (11, '11')]
4153	The Aswan High Dam, 25 years on	094277	94268	[(37, '37')]
4154	Climate of uncertainty	094277	94254	[(3, '3')]
4155	Crisis in the South	094277	94267	[(3, '3'), (35, '35')]
4156	The Forgotten ones	094277	94270	[(3, '3'), (40, '40')]
4157	Greenwatch: nature under threat	094277	94275	[]
4158	A Hidden asset	094277	94251	[(3, '3')]
4159	Interview: Charles Malamoud	094277	94249	[]
4160	The Liquid of the gods	094277	94269	[(3, '3'), (38, '38')]
4161	Once upon a time in Sumer	094277	94250	[(3, '3'), (10, '10')]
4162	The Role of UNESCO	094277	94271	[(3, '3'), (44, '44')]
4163	Running dry	094277	94253	[(3, '3'), (19, '19')]
4164	Shifting sands	094277	94255	[(3, '3'), (32, '32')]
4165	Towards education for all; commentary	094277	94272	[]
4166	At Ha-Dong, art and agriculture go hand-in-hand	071299	71300	[]
4167	Bringing new life to sick regions	071299	71318	[(5, '5')]
4168	"Child war victims tell their own story: British, French, Italian networks join UNESCO's Radio Caravan, millions hear ""everybody's child"""	071299	262393	[]
4169	In India: a new library for new readers	071299	71324	[(8, '8')]
4170	In New Zealand, libraries find the people	071299	71327	[(8, '8')]
4171	The Lesson of Marbial Valley	071299	71320	[]
4172	The Principle of indeterminacy	071299	71335	[(9, '9')]
4173	Scientists urge international co-operation for social betterment	071299	71333	[]
4174	Technical assistance: a case history	071299	71336	[]
4175	UNESCO Commissions meeting proposes regional planning of technical aid	071299	71308	[]
4176	UNESCO sends experts to help solve Burma's basic educational problems	071299	71311	[]
4177	Universities found first world association at Nice conference	071299	71313	[]
4178	At one with Haiti	189496	189535	[(1, '1'), (3, '3'), (8, '8')]
4179	Building a new Haiti	189496	189539	[(3, '3'), (19, '19')]
4180	A Common search for greater humanity	189496	189541	[(3, '3'), (25, '25')]
4181	Culture: cradle of the Haitian renaissance	189496	189537	[(3, '3'), (13, '13')]
4182	Culture and development: two sides of the coin	189496	189543	[(3, '3'), (29, '29')]
4183	Education at risk: the impact of the financial crisis	189496	189551	[(3, '3'), (47, '47')]
4184	The Four pillars of Haitian reconstruction	189496	189544	[(1, '1'), (3, '3'), (31, '31')]
4185	Gender equality: a development imperative	189496	189556	[(53, '53')]
4186	Ghani Alani: calligraphy is the link between man and the letter	189496	189554	[(3, '3'), (51, '51')]
4187	Haiti's new start will not be from zero	189496	189538	[(3, '3'), (15, '15')]
4188	The Haitian economy's vicious circle	189496	189542	[(3, '3'), (27, '27')]
4189	The Haitian press: a turning point	189496	189540	[(1, '1'), (3, '3'), (23, '23')]
4190	Kêbé l'Inesko Fò!	189496	189549	[(3, '3'), (41, '41'), (43, '43')]
4191	Reform instead of repetition	189496	189546	[(36, '36')]
4192	René Depestre: between utopia and reality	189496	189550	[(44, '44')]
4193	Responsibility: the link between freedom and solidarity	189496	189536	[(3, '3'), (11, '11')]
4194	Street university	189496	189545	[(1, '1'), (3, '3'), (34, '34')]
4195	Training brings concrete contribution to reconstruction: UNESCO in action	189496	189547	[]
4196	We're breaking our promise to teach all the world's children	189496	189552	[(3, '3'), (49, '49')]
4197	At Pestalozzi Village war orphans are learning to smile again	073741	73749	[]
4198	Caracas: educational problems in South America	073741	73765	[]
4199	Dr. Beeby arrives to take up post	073741	73743	[(1, '1'), (6, '6')]
4200	Eight countries form national theatre centres	073741	73756	[(3, '3')]
4201	Fundamental education battle: panel of experts maps strategy	073741	73744	[]
4202	I.T.I. Conference to open in Prague on June 28	073741	73755	[(3, '3')]
4203	The International Theatre Institute: a preview	073741	73754	[(3, '3')]
4204	Iquitos Meeting prepares Hylean Amazon Institute	073741	73746	[(1, '1')]
4205	Lake Success: teaching about the U.N. and its agencies	073741	73766	[]
4206	London: the education and training of teachers	073741	73767	[]
4207	Philosopher calls for new humanism	073741	73757	[(7, '7')]
4208	Prague: childhood education	073741	73762	[]
4209	Sèvres: birth of the UNESCO Seminar	073741	73761	[]
4210	Specialists urge coordination of scientific abstracting services	073741	73769	[]
4211	The Story of science cooperation offices	073741	73768	[]
4212	Technical needs surveys proceeding on three continents	073741	73751	[]
4213	The U.N. Appeal for Children	073741	73752	[(2, '2')]
4214	UNESCO begins photo survey of war-hit nations	073741	73759	[]
4215	UNESCO outlines research needs in communication techniques	073741	73772	[]
4216	Use of mass media poses serious problem in fundamental education areas	073741	73771	[]
4217	W.F.U.N.A.	073741	73739	[(2, '2')]
4218	A World citizen	073741	73763	[(4, '4')]
4219	At the frontiers of science and technology	081732	81727	[(3, '3'), (27, '27'), (39, '39')]
4220	The Australian cinema: from 'The Kelly Gang' to 'Crocodile Dundee'	081732	81730	[(3, '3'), (35, '35')]
4221	Dreamtime stories; the living testimony of Aboriginal art	081732	81724	[(12, '12')]
4222	The Land and the people; facts and figures	081732	81731	[(38, '38')]
4223	Living fossils'	081732	81728	[(3, '3'), (30, '30'), (31, '31')]
4224	Long-range learning: Australian education responds to the challenge of distance	081732	81729	[(32, '32')]
4225	The Natural legacy	081732	81725	[(3, '3'), (16, '16'), (39, '39')]
4226	Steps to nationhood	081732	81723	[(3, '3'), (8, '8')]
4227	The Unknown art of Australia	081732	81726	[(3, '3'), (39, '39')]
4228	Who are the Australians? An Australian historian looks at his country's development in the 200 years since European settlement	081732	81722	[(4, '4')]
4229	Atahualpa Yupanqui: artist of the essential	184034	185748	[(2, '2'), (16, '16')]
4230	The Country of the king with the protruding tongue	184034	185741	[(2, '2'), (5, '5'), (8, '8')]
4231	Editorial	184034	185737	[(2, '2'), (3, '3')]
4232	The Intangible treasures of Lake Tana	184034	185743	[(2, '2'), (10, '10')]
4233	A Prehistoric tale told in pictures	184034	185744	[(2, '2'), (12, '12')]
4234	Roha the wonderful	184034	185740	[(2, '2'), (6, '6')]
4235	Saving the Cuban Noticieros	184034	185746	[(2, '2'), (13, '13')]
4236	Silent giants	184034	185738	[(2, '2'), (4, '4'), (10, '10')]
4237	Atlases, ways and provinces	088517	88506	[(3, '3'), (20, '20')]
4238	Celestial cartography	088517	88513	[(3, '3'), (41, '41')]
4239	Copyright is everybody's business	088517	88515	[(48, '48')]
4240	The Earth from every angle	088517	88514	[(3, '3'), (45, '45')]
4241	Imagining the world	088517	88505	[(3, '3')]
4242	Interview with Jorge Lavelli	088517	88500	[(3, '3')]
4243	The New history of cartography	088517	88504	[(3, '3'), (10, '10'), (14, '14')]
4244	The Pathfinders	088517	88509	[(3, '3')]
4245	The Perspective from space	088517	88511	[(3, '3'), (35, '35')]
4246	The Treasures of Montezuma	088517	88507	[(3, '3'), (24, '24')]
4247	The Universal Copyright Convention	088517	88516	[(3, '3'), (49, '49'), (50, '50')]
4248	When mapping became a science	088517	88510	[(3, '3'), (31, '31')]
4249	Zheng He's sailing chart	088517	88508	[(3, '3'), (27, '27')]
4250	A Bit off the map	088517	88512	[(3, '3'), (39, '39')]
4251	Atomic food: radiation opens new vistas in conservation of food	067587	67509	[(16, '16')]
4252	Do you know these recipes?	067587	67508	[(3, '3'), (14, '14')]
4253	Fish stalking with TV and spotter plane	067587	67515	[(3, '3')]
4254	The Food our ancestors ate	067587	67516	[(3, '3'), (20, '20')]
4255	Gargantua of the skies	067587	67519	[(3, '3'), (25, '25')]
4256	The Language of food	067587	67517	[(3, '3'), (24, '24')]
4257	Need we go hungry? UN faces the question	067587	67488	[]
4258	One man's meat is another man's taboo	067587	67506	[(3, '3'), (10, '10')]
4259	These cooks did not spoil the broth	067587	67507	[(3, '3'), (12, '12')]
4260	Where did they come from? The foods we eat	067587	67499	[]
4261	The Year the rains failed	067587	67520	[(3, '3')]
4262	The Atomium, focal point for millions of visitors	078347	68059	[(7, '7')]
4263	Brussels 1958: 'balance sheet for a more human world'	078347	67626	[(3, '3'), (4, '4')]
4264	Chinese gets a Latin alphabet	078347	67631	[(3, '3'), (18, '18')]
4265	France's giant machine on 'big wind' hill	078347	67637	[(20, '20')]
4266	Humanism for a modern world	078347	67628	[(3, '3'), (13, '13')]
4267	The 'Lost letter' of Mahatma Gandhi: Tolstoy Museum solves a 50-year-old mystery	078347	67638	[(3, '3')]
4268	Meteorology in the atomic age	078347	67630	[(3, '3'), (16, '16')]
4269	Steinbeck and Hemingway, favourite authors of Norwegian youth	078347	67647	[(24, '24')]
4270	The United Nations pavilion: mirror of the world at work, a window on our planet's problems	078347	67627	[(8, '8')]
4271	Atoms overboard	064692	64684	[(3, '3'), (63, '63'), (64, '64')]
4272	Danger; 500 mph tidal wave arriving	064692	64668	[(36, '36')]
4273	Expedition to the Indian Ocean	064692	64618	[(3, '3'), (19, '19'), (38, '38'), (39, '39')]
4274	Exploring the world's deepest trenches	064692	64623	[(3, '3')]
4275	Fish, the great food potential	064692	64683	[(3, '3'), (56, '56'), (62, '62')]
4276	From aqualung to bathyscaph	064692	64627	[(3, '3')]
4277	From tropical waters to islands of ice	064692	64676	[(3, '3'), (38, '38')]
4278	In the realm of the tripod fish	064692	64624	[(3, '3')]
4279	The Old men (and the new ones) of the sea; pathfinders of yesterday and today	064692	64677	[]
4280	Turn to the sea	064692	64614	[(3, '3'), (5, '5'), (6, '6'), (8, '8'), (10, '10'), (12, '12'), (14, '14'), (16, '16'), (17, '17'), (64, '64')]
4281	A UNESCO vessel to sail the seas	064692	64615	[(18, '18')]
4282	Wanted: better ocean-going research ships	064692	64682	[(3, '3'), (51, '51')]
4283	The Wave-mystery of D-Day 1944	064692	64675	[(3, '3'), (37, '37')]
4284	The Weather and the seas	064692	64678	[(3, '3'), (50, '50')]
4285	Auroville, city open to the world	078384	52658	[(3, '3'), (11, '11')]
4286	The Ideal of human unity	078384	52657	[(3, '3'), (5, '5'), (8, '8'), (9, '9'), (10, '10')]
4287	Kirghizia, the 'land behind the clouds'	078384	52661	[(3, '3')]
4288	Sri Aurobindo: in the path of a great sage	078384	52652	[(3, '3')]
4289	Taxila: ancient university centre of the Orient	078384	52663	[(3, '3')]
4290	UNESCO, publisher to the whole world	078384	52664	[(3, '3'), (31, '31')]
4291	The Vibrant intensity of traditional African music	078384	52659	[(3, '3')]
4292	Auroville, the fulfilment of a dream	093364	93363	[(3, '3')]
4293	Culture and new-found freedoms: commentary	093364	93362	[]
4294	The Extra-terrestrial junkyard	093364	93361	[(3, '3')]
4295	Face to face with infinity	093364	93356	[(3, '3'), (33, '33')]
4296	Greenwatch: people and paper	093364	93357	[]
4297	Here comes Bilko	093364	93359	[(3, '3'), (37, '37')]
4298	Interview with Hubert Reeves	093364	93351	[]
4299	Mars in fact and fiction	093364	93355	[(3, '3')]
4300	A New view of the ocean	093364	93358	[(3, '3'), (34, '34')]
4301	Remote sensing: the Indian experience	093364	93354	[(3, '3')]
4302	The Satellite era	093364	93352	[(3, '3')]
4303	Where are they now?	093364	93360	[(3, '3')]
4304	Australia: an art on bark and stone	070091	70085	[]
4305	Egypt: scenes of a happy after-life	070091	70086	[]
4306	India: the lonely grandeur of Ajanta	070091	70072	[(3, '3')]
4307	Norway: suffering and triumph in wood	070091	70071	[]
4308	Yugoslavia: frescoes buried under plaster for 500 years	070091	70088	[]
4309	Australia's bush country children 'talk back' to their teachers	070219	70230	[]
4310	The Australian Echidna and the Kookabura bird go on the air	070219	70231	[(15, '15')]
4311	New land is conquered	070219	70228	[]
4312	Sirs el-Layan: Regional Education Centre for the Arab States	070219	70227	[]
4313	The Village, pivot of Arab life	070219	70229	[(10, '10')]
4314	Australia's giant eye on outer space	078285	63506	[(3, '3'), (26, '26')]
4315	Frederick Douglass: a slave who became freedom's trumpet	078285	63474	[]
4316	The Incas of today	078285	63476	[(3, '3'), (15, '15')]
4317	Little-known masterpieces of Bulgarian mediaeval art	078285	63508	[(29, '29')]
4318	Nemrud Dagh: for 2,000 years the colossal statues of an East-West sanctuary have guarded the secret of an Anatolian king	078285	63473	[(4, '4')]
4319	Ping-pong dolls go to school	078285	63504	[(3, '3')]
4320	Australia's water revolution	185900	186120	[(2, '2'), (12, '12'), (13, '13')]
4321	Blue scorpions against water corruption	185900	186117	[(2, '2'), (8, '8'), (9, '9')]
4322	Saving our nearest relatives	185900	186122	[(2, '2'), (16, '16'), (17, '17'), (18, '18'), (19, '19')]
4323	Water in a changing world	185900	186121	[(2, '2'), (3, '3'), (4, '4'), (14, '14'), (15, '15')]
4324	The Water we eat	185900	186116	[(2, '2'), (5, '5'), (6, '6'), (7, '7'), (14, '14')]
4325	The Yangtze or a journey through time	185900	186119	[(2, '2'), (10, '10'), (11, '11')]
4326	Australian bark paintings: the aborigine artists of Arnhem Land	040945	187388	[(3, '3'), (9, '9')]
4327	The Games people play	040945	40965	[]
4328	Palladio: the master-builder of the Italian Renaissance	040945	40962	[]
4329	To the North Pole on skis	040945	40964	[(3, '3'), (25, '25')]
4330	Valcamonica: an Italian valley is the world's largest gallery of prehistoric art	040945	40963	[]
4331	Austria: new member state seeks cultural exchange	073683	73698	[]
4332	A Chinese pioneer: Dr. Yen describes work of mass education in China	073683	73708	[]
4333	Ex-enemy states discussed	073683	73709	[(8, '8')]
4334	Executive Board convenes	073683	73685	[(1, '1')]
4335	France: Permanent Commission to broaden activities	073683	73701	[]
4336	Huxley reviews 1948 progress	073683	73684	[(1, '1')]
4337	Julian Huxley cables sorrow to Pandit Nehru	073683	73689	[]
4338	London, Lake Success and Prague to be host to UNESCO summer seminars; Latin American seminar also planned	073683	73707	[]
4339	M. Jean Thomas speaks of 'UNESCO and culture'	073683	73706	[(7, '7')]
4340	Mexico: Commission stresses UNESCO's education work	073683	73700	[]
4341	Radhakrishnan pays tribute to Mahatma	073683	73688	[]
4342	Save the children! Says report to UNESCO on educational problems of child war victims	073683	73691	[(3, '3')]
4343	School pamphlet to be reprinted	073683	73694	[(3, '3')]
4344	The Book of needs	073683	73693	[(3, '3')]
4345	Truman addresses National Commission	073683	73686	[]
4346	U.S.A.: National Commission highlights reconstruction	073683	73695	[]
4347	UNESCO and national cooperation	073683	73696	[]
4348	UNESCO deplores death of Gandhi	073683	73687	[]
4349	UNESCO promotes development of national book exchange centers	073683	73710	[(8, '8')]
4350	UNESCO strengthened by Mexico Conference	073683	73703	[]
4351	UNESCO takes part in U.N. press talks	073683	73702	[]
4352	A War-devastated country: Hungarian delegate views nation's role in UNESCO	073683	73692	[]
4353	Way of life books planned by UNESCO	073683	73705	[]
4354	The Authority of the Universal Declaration	074673	74665	[(14, '14')]
4355	Culture must be one of the foundations for world understanding	074673	74658	[(5, '5')]
4356	Education and human rights	074673	74659	[(6, '6')]
4357	Four supreme human freedoms	074673	74663	[(11, '11')]
4358	Freedom of information: a collective right	074673	74664	[(12, '12')]
4359	The Implementation of the Universal Declaration	074673	74651	[(2, '2'), (11, '11')]
4360	Millions of women have still to win equality	074673	74660	[(7, '7')]
4361	Not an age of atoms but of welfare for all	074673	74657	[(4, '4')]
4362	The Recognition of man's economic rights	074673	74662	[]
4363	UNESCO joins in United Nations' efforts to make Human Rights Declaration a living reality	074673	74653	[]
4364	The Universal Declaration of Human Rights	074673	74656	[(2, '2'), (5, '5'), (8, '8'), (10, '10'), (11, '11'), (13, '13'), (14, '14')]
4365	Woman's struggle to attain her rights	074673	74661	[(9, '9')]
4366	You have the right to live in a quiet, happy world	074673	74666	[(16, '16')]
4367	Automation and microsurgery	076498	76490	[(3, '3'), (33, '33')]
4368	The Challenge of AIDS	076498	76491	[(3, '3'), (30, '30')]
4369	A Chance for every child	076498	76484	[(3, '3'), (13, '13'), (14, '14')]
4370	Complementary medicine	076498	76485	[(3, '3'), (16, '16'), (19, '19')]
4371	Does wealth equal health?	076498	76483	[(3, '3'), (8, '8')]
4372	A Grand old age	076498	76488	[(3, '3'), (25, '25')]
4373	Let the days come in'; magic and medicine of the Maya	076498	76482	[(3, '3'), (7, '7')]
4374	The Notion of health	076498	76480	[(3, '3'), (4, '4')]
4375	Overdose	076498	76487	[(3, '3'), (21, '21')]
4376	Plant therapy in the fight against cancer	076498	76486	[(3, '3'), (20, '20')]
4377	Tomorrow's medicine	076498	76489	[(3, '3'), (29, '29')]
4378	The Awakening continent	068956	189661	[(3, '3')]
4379	Boom town on the Pan-American highway	068956	68954	[(3, '3'), (24, '24')]
4380	Brazil's polygon of drought	068956	68950	[(3, '3'), (11, '11'), (12, '12')]
4381	Don Quixote of the radio	068956	68953	[(3, '3'), (19, '19')]
4382	Land hunger' on the top of the Andes	068956	68949	[(3, '3'), (4, '4')]
4383	The Mayans modernize	068956	68952	[(3, '3')]
4384	On looking into a Mochican urn; fabulous record of ancient Peru	068956	68955	[]
4385	The Awakening of the mind	078200	62789	[(3, '3')]
4386	The Dawn of art	078200	62790	[(3, '3'), (11, '11')]
4387	The First astronomers of China and Babylon	078200	62792	[]
4388	History of mankind: a global view of scientific and cultural development	078200	62788	[(3, '3')]
4389	The Mental strains of Antarctic solitude	078200	62795	[(3, '3'), (26, '26')]
4390	The Red Cross: centenary of a universal banner	078200	62794	[(20, '20')]
4391	A Schoolboy in Sumer	078200	62791	[(3, '3'), (14, '14')]
4392	Birth of glass	078200	62793	[(3, '3'), (18, '18')]
4393	Babel revisited	096065	96068	[(3, '3')]
4394	Can Angkor be saved?	096065	96078	[]
4395	The Chicken and the banana	096065	96080	[(3, '3'), (37, '37')]
4396	The Gift of tongues	096065	96067	[]
4397	Language death in Siberia	096065	96079	[(3, '3'), (32, '32')]
4398	Nigeria's choice	096065	96070	[(22, '22')]
4399	Of gifts and gaffes	096065	96081	[(3, '3')]
4400	The Royal palaces of Abomey	096065	96089	[]
4401	The Spirit of Granada	096065	96085	[]
4402	The Way to coexistence	096065	96087	[(3, '3'), (44, '44')]
4403	Yves Coppens talks to Francis Leary	096065	96064	[(4, '4')]
4404	Babylon reconquered	158378	158409	[(11, '11')]
4405	The Doctor Prince	158378	158416	[(2, '2'), (23, '23'), (24, '24')]
4406	Hubert Reeves	158378	158415	[(2, '2'), (21, '21')]
4407	The Indian dilemma	158378	158414	[(2, '2'), (19, '19')]
4408	Kyrgyz: an emerging language	158378	158412	[(2, '2'), (16, '16')]
4409	Languages and immigration: bilingualism is an asset	158378	158408	[(2, '2'), (8, '8')]
4410	Preaching in the wilderness or banking on the future?	158378	158396	[(2, '2'), (3, '3')]
4411	The Saga of the Ainu language	158378	158411	[(2, '2'), (14, '14')]
4412	The Secrets of Machaj Juyai-Kallawaya	158378	158410	[(2, '2'), (12, '12')]
4413	Strange language: let's say it's a whale...	158378	158407	[(2, '2'), (5, '5')]
4414	Babylon reconquered	185818	185915	[(20, '20')]
4415	Each language is a unique world of thought	185818	185897	[(2, '2'), (4, '4'), (5, '5')]
4416	An Epidemic is threatening indigenous languages	185818	185904	[(2, '2'), (11, '11'), (12, '12')]
4417	The Indian dilemma	185818	185919	[(2, '2'), (21, '21'), (22, '22')]
4418	Kyrgyz: an emerging language	185818	185921	[(2, '2'), (23, '23'), (24, '24')]
4419	Languages and immigration: bilingualism is an asset	185818	185913	[(2, '2'), (18, '18'), (19, '19'), (20, '20')]
4420	The Monkeys, the scorpion and the snake	185818	185899	[(2, '2'), (6, '6'), (7, '7')]
4421	Preaching in the wilderness or banking on the future?	185818	185903	[(2, '2'), (8, '8'), (9, '9')]
4422	The Saga of the Ainu language	185818	185911	[(2, '2'), (15, '15'), (16, '16')]
4423	The Secrets of Machaj Juyai-Kallawaya	185818	185908	[(2, '2'), (13, '13'), (14, '14')]
4424	Baffling but irresistible: the world of superconductors	086067	86064	[(44, '44')]
4425	The Birth and death of the universe	086067	86062	[(3, '3')]
4426	The European Academy of Arts, Sciences and Humanities	086067	86066	[(3, '3'), (49, '49')]
4427	Give us the light of life and of death: echoes from ancient myths survive in Basque customs and folktales	086067	86061	[]
4428	Guarani genesis; the intricate cosmogony of South America's 'forest theologians'	086067	86056	[]
4429	Guardians of the cosmos; a mountain people in harmony with nature	086067	86059	[]
4430	The Hunt for the sun; in Siberia, an eternal search for light and warmth	086067	86058	[]
4431	Interview (with) Camilo José Cela	086067	86053	[(3, '3')]
4432	Out of the land of shadows: a West African people learns to respect the cosmic order	086067	86057	[]
4433	The Qur'an: the word of God	086067	86055	[(3, '3')]
4434	The Sacred trees of Madagascar	086067	86063	[(3, '3'), (42, '42')]
4435	Teaching human rights at school	086067	86065	[(3, '3'), (46, '46')]
4436	The Vedas: the quest for an inner universe	086067	86054	[(3, '3')]
4437	Baltic Sea: introduction to nature 101	139497	139498	[(26, '26'), (32, '32')]
4438	A Biosphere reserve teams up with green tourism	139497	139501	[(26, '26'), (41, '41')]
4439	Chiapas women invest in the future	139497	139503	[(26, '26'), (47, '47')]
4440	Chile: the lessons of a tragedy	139497	139493	[(3, '3'), (11, '11')]
4441	Japanese pupils: first in prevention	139497	139499	[(26, '26'), (35, '35')]
4442	Painful aftermath	139497	139491	[(3, '3'), (4, '4'), (5, '5')]
4443	Precarious future for Iraqi universities	139497	139496	[(3, '3'), (20, '20')]
4444	Raising the curtain on AIDS	139497	139502	[(26, '26'), (44, '44')]
4445	The San: sustainable development before its time	139497	139500	[(26, '26'), (38, '38')]
4446	The Shipwrecked memory of the Utile slaves	139497	139495	[(3, '3'), (17, '17')]
4447	Spared by the sea	139497	139505	[(3, '3'), (53, '53')]
4448	Talking to Laura Kong: many lives could have been spared	139497	139492	[(8, '8')]
4449	UNESCO's changing partnership with the private sector	139497	139494	[(3, '3'), (14, '14')]
4450	Banana blues	120395	120407	[(15, '15')]
4451	China's migrant children fall through the cracks	120395	120398	[]
4452	Connected and capable	120395	120410	[(15, '15')]
4453	Crimes against culture	120395	120415	[(2, '2')]
4454	Cuddling up to cyborg babies	120395	120416	[(1, '1'), (2, '2')]
4455	Ecuador: beyond the dollar coup	120395	120406	[]
4456	The Fishermen's firebrand takes on the fleets	120395	120408	[]
4457	Globalization: a moral imperative	120395	120401	[]
4458	Governance: time for a radical remake	120395	120411	[]
4459	Igorots: in defence of home	120395	120405	[]
4460	Justice for janitors in Silicon Valley	120395	120409	[]
4461	Kosovo: burned books and blasted shrines	120395	120414	[]
4462	NGOs: searching for solid ground	120395	120412	[]
4463	Organic rebel	120395	120404	[]
4464	A Pirouette around poverty	120395	120396	[(1, '1'), (2, '2')]
4465	Renewing the state	120395	120399	[(15, '15')]
